"","ID","Age","Sex","Whisker","Ear","Tail","Food","rainfall","Year"
"149","NV076",5,"Male",9.76099483197793,6.3,13.1534968245548,"apples","medium",2012
"150","DT395",12,"Male",9.60014988194309,7.3,14.7141908968238,"earthworms","medium",2012
"151","CO939",10,"Female",7.47190285240026,5.8,13.0804923437451,"apples","medium",2012
"152","DN908",13,"Female",7.23208848359268,5.1,11.9025483026195,"earthworms","medium",2012
"153","HD196",8,"Male",8.63428853988687,5.6,13.3919717747005,"apples","medium",2012
"154","GQ862",15,"Female",11.2403938677279,5.1,13.1926592199791,"apples","medium",2012
"155","EQ232",6,"Female",9.25695414958571,4.8,13.7188404223983,"peanuts","medium",2012
"156","EI377",15,"Male",9.25705459064245,5.6,21.7338697677988,"apples","medium",2012
"157","OO222",12,NA,8.06051683330197,4.8,22.1010955348369,"peanuts","medium",2012
"158","KA028",16,"Male",9.72593164602897,5.6,14.1741977491886,"earthworms","medium",2012
"159","JH924",8,"Male",9.32074415977971,5.8,15.3834357504839,"peanuts","medium",2012
"160","MA344",11,NA,6.53426499863278,5.5,14.2216309224977,"earthworms","medium",2012
"161","KV235",NA,"Male",9.80451843152039,5.3,7.93365132180707,"peanuts","medium",2012
"162","EP755",12,"Male",8.07983643611328,5,13.0587665245909,"peanuts","medium",2012
"163","LW700",2,"Female",9.52233920582302,4.6,0.849656018599202,"earthworms","medium",2012
"164","OR141",11,"Female",8.49958899318425,6.2,2.77539676352966,"apples","medium",2012
"165","VW168",6,"Male",8.29769756445345,5.5,4.51156693541019,"apples","medium",2012
"166","DH546",11,"Male",7.62169049214934,6.2,9.31350444434904,"earthworms","medium",2012
"167","QO613",16,"Female",7.19354551292824,4.5,8.66094992352647,"earthworms","medium",2012
"168","BT731",11,"Male",10.9964457031192,5.6,12.0533869444638,"apples","medium",2012
"169","FR191",14,"Male",7.11897430235016,6.1,24.5658523010348,"peanuts","medium",2012
"170","TP745",7,"Male",8.49455994923935,5.5,10.3366043063455,"apples","medium",2012
"171","TK874",15,"Female",9.55092289685197,5.3,14.6332342644838,"apples","medium",2012
"172","EU447",15,"Female",10.0390510919394,4.8,17.399004066026,"apples","medium",2012
"173","WM451",15,"Male",8.6810314557725,7.2,16.4781268087934,"apples","medium",2012
"174","OO129",3,"Female",7.94845679889264,6.1,9.211050045099,"apples","medium",2012
"175","SN771",11,"Male",9.1257397387677,7,14.5981272208882,"peanuts","medium",2012
"176","DK892",10,"Female",8.56293040947542,5.6,11.0101675480212,"apples","medium",2012
"177","WU162",3,"Female",10.7786703234302,5,7.05177822613668,"apples","medium",2012
"178","DM560",5,"Male",6.83854959351448,4.2,12.1661001070416,"apples","medium",2012
"179","CE843",11,"Female",10.1392196790547,5,12.3335870699273,"peanuts","medium",2012
"180","FS693",7,"Male",5.80401073690803,5.7,7.11506875431699,"peanuts","medium",2012
"181","EK956",NA,"Female",10.5946470496257,6.3,18.001106339964,"peanuts","medium",2012
"182","BZ402",3,"Female",10.9608055724611,5.7,NA,"earthworms","medium",2012
"183","XG920",2,"Male",9.70962709249866,4.5,13.0964915138081,"earthworms","medium",2012
"184","JQ906",6,"Female",4.77526509411649,6.1,3.75318751925142,"apples","medium",2012
"185","LP367",5,"Female",8.98489245217532,4.1,2.26056869016845,"apples","medium",2012
"186","VO581",12,"Male",7.8305796090632,5.2,18.9984898175416,"apples","medium",2012
"187","SS342",15,NA,8.06332976768433,5.2,18.9557644203907,"peanuts","medium",2012
"188","PQ069",2,"Female",10.68856205572,3.9,NA,"apples","medium",2012
"189","SU178",NA,"Male",6.60559169243771,6.3,17.6171187581743,"apples","medium",2012
"190","CY377",5,"Male",8.58377036710286,5,10.422497447777,"peanuts","medium",2012
"191","IH862",14,"Male",7.46689051528757,5.2,17.7675900442458,"apples","medium",2012
"192","YC699",4,"Female",11.2332360034074,6.7,5.4101822853464,"apples","medium",2012
"193","GO371",12,"Female",9.73704759367341,6,14.2672367739958,"apples","medium",2012
"194","WL729",10,"Male",10.0127492293362,5.4,17.3587381864071,"apples","medium",2012
"195","WI463",13,"Female",11.2539968749754,5.9,12.6308796929952,"peanuts","medium",2012
"196","XL146",6,"Male",7.34365340071142,5.8,14.3461679671881,"apples","medium",2012
"197","YZ176",10,"Female",7.89056661913335,6.9,18.1496348982589,"earthworms","medium",2012
"198","NZ311",14,"Male",6.56581772568486,5.7,19.2440719613795,"earthworms","medium",2012
"199","TM472",5,"Female",9.52794312104367,5.9,7.31512894189865,"earthworms","medium",2012
"200","PK989",15,"Male",9.13754791927788,5.8,22.2552661103173,"peanuts","medium",2012
"201","MS337",3,"Female",12.0768650477734,4,10.6890358917778,"earthworms","high",2013
"202","TC932",12,"Male",13.7954478273026,5,22.5884162413991,"peanuts","high",2013
"203","GP452",14,"Female",13.010370390036,4.6,13.7192330799513,"apples","high",2013
"204","RY652",10,"Male",10.8596547091017,4.7,24.0923032038726,"apples","high",2013
"205","UY702",6,"Female",10.5824243188761,5.4,8.84442472235081,"earthworms","high",2013
"206","MT876",5,"Male",11.0041803436347,6,18.7365951937887,"apples","high",2013
"207","CO702",9,"Male",12.9838114695418,6.9,21.5525159217824,"peanuts","high",2013
"208","FZ223",13,"Male",11.5447187610612,4.9,21.5321386532617,"apples","high",2013
"209","MB212",4,"Female",14.0614502422455,6.8,7.52249033455271,"earthworms","high",2013
"210","YL159",12,"Male",17.0506458759737,4.5,19.4773841213051,"earthworms","high",2013
"211","CN755",14,"Male",15.4731996510656,6,21.0219319534339,"peanuts","high",2013
"212","HC646",18,"Male",14.9007679635423,7.6,27.9292492110061,"earthworms","high",2013
"213","OY389",18,"Male",13.178289871586,5.5,23.1891348086295,"apples","high",2013
"214","CK834",5,"Male",8.47160549085198,4.9,21.828115749033,"peanuts","high",2013
"215","ZF953",6,"Male",12.0946671829973,5.5,15.6137418196189,"peanuts","high",2013
"216","WC390",6,"Male",10.6817146221469,7,15.5319028048991,"apples","high",2013
"217","TZ458",10,"Male",10.5554870808487,4.6,26.5579398228702,"peanuts","high",2013
"218","CA942",6,"Female",10.7666384840517,6.6,25.5963378803848,"peanuts","high",2013
"219","XZ056",18,"Female",10.3248339698829,6.6,19.9975241477737,"peanuts","high",2013
"220","GN688",4,NA,13.6561864882363,5.8,6.38670858156052,"earthworms","high",2013
"221","FV602",15,"Male",9.86636057887148,5.5,22.4584910738602,"apples","high",2013
"222","VC883",5,NA,13.5412539590942,5.1,19.5606163717415,"peanuts","high",2013
"223","BG142",18,"Male",9.1388742568203,5.2,21.2396199855264,"apples","high",2013
"224","TH195",3,"Male",10.5580143067448,6,8.5220964236845,"earthworms","high",2013
"225","FW381",10,"Male",16.6994241059622,7.2,21.9500035899018,"peanuts","high",2013
"226","JV204",18,"Male",12.2313794541835,5.4,26.4879165772303,"apples","high",2013
"227","MR676",10,"Female",12.4896058162155,4.3,13.3378217360626,"earthworms","high",2013
"228","ZU481",8,"Male",12.6773213956942,4.9,20.8207437332596,"peanuts","high",2013
"229","HK841",8,"Male",10.6116696638302,5.7,20.5941690775816,"apples","high",2013
"230","UQ839",18,"Male",12.4735320233215,5.2,19.0215235512554,"apples","high",2013
"231","IZ561",17,"Male",10.1060740482045,5.4,30.3334849709223,"apples","high",2013
"232","DQ144",3,"Female",12.1163094178285,5.4,20.2407677853037,"earthworms","high",2013
"233","EC021",4,"Male",11.9135672083821,4.4,7.43799506010722,"apples","high",2013
"234","JE819",11,"Female",12.3738798438893,5.4,14.5293420600401,"earthworms","high",2013
"235","PJ280",12,"Male",10.1735442019926,6.2,22.3775524234712,"peanuts","high",2013
"236","IW932",NA,"Male",11.8541341022405,6.1,16.5075701474227,"apples","high",2013
"237","QT108",10,"Male",11.8536290975708,6,22.5706628260035,"peanuts","high",2013
"238","IT238",15,"Male",12.5249708408496,5.2,22.8093539644068,"peanuts","high",2013
"239","ZU456",18,"Male",8.41333949291468,5.3,24.6496712762006,"earthworms","high",2013
"240","AG427",17,"Male",10.8940635132158,4.5,23.1540504686157,"apples","high",2013
"241","IM524",7,"Female",11.4477849916766,5.5,4.56334201299395,"earthworms","high",2013
"242","DG953",4,"Male",14.8417147520213,5.7,14.0768055879799,"apples","high",2013
"243","HR483",4,"Female",10.4065553512123,6.9,14.5641232194895,"peanuts","high",2013
"244","KK340",6,"Female",12.6503843448786,6.3,11.1228588053769,"earthworms","high",2013
"245","RF397",12,"Female",13.092373082932,5.1,15.5420847105198,"earthworms","high",2013
"246","WB368",3,"Male",13.048701367746,5.8,5.71739761334965,"peanuts","high",2013
"247","VJ500",10,"Male",12.7669200071047,4.6,19.6188537462736,"peanuts","high",2013
"248","IM904",NA,NA,14.6878116118408,6.2,17.8644568066135,"apples","high",2013
"249","NV076",6,"Male",12.539710131046,6.3,12.6980767457108,"apples","high",2013
"250","DT395",13,"Male",13.6299981504494,7.3,18.5919608776715,"earthworms","high",2013
"251","CO939",11,"Female",9.40761996537573,5.8,17.9729434235258,"apples","high",2013
"252","DN908",14,"Female",9.70821183364075,5.1,19.2241961225928,"earthworms","high",2013
"253","HD196",9,"Male",11.4953698040264,5.6,19.3962729480048,"apples","high",2013
"254","GQ862",16,"Female",13.3994414449263,5.1,17.6618430578461,"apples","high",2013
"255","EQ232",7,"Female",12.0586327852286,4.8,19.8474402148259,"peanuts","high",2013
"256","EI377",16,"Male",13.2052987272564,5.6,28.3099051645788,"apples","high",2013
"257","OO222",13,"Female",10.5655657699002,4.8,25.7022738574165,"peanuts","high",2013
"258","KA028",17,"Male",12.6150279374833,5.6,19.6928128640336,"earthworms","high",2013
"259","JH924",9,"Male",10.8961239426363,5.8,17.20545574513,"peanuts","high",2013
"260","MA344",12,"Female",10.5371125392851,5.5,20.3463651055865,"earthworms","high",2013
"261","KV235",3,"Male",12.4483347329607,5.3,13.1591694645537,"peanuts","high",2013
"262","EP755",13,"Male",11.2435681197118,5,15.8348447109771,"peanuts","high",2013
"263","LW700",3,"Female",12.9789035051606,4.6,4.94352476579989,"earthworms","high",2013
"264","OR141",12,"Female",11.5528378886139,6.2,8.04733208606467,"apples","high",2013
"265","VW168",7,"Male",12.8998376939313,5.5,6.13087342718824,"apples","high",2013
"266","DH546",12,"Male",9.99341935416044,6.2,16.7458541914977,"earthworms","high",2013
"267","QO613",17,NA,10.7105234879406,4.5,13.3144138104515,"earthworms","high",2013
"268","BT731",NA,NA,14.900448278542,5.6,18.3856546463989,"apples","high",2013
"269","FR191",NA,"Male",8.78382863354209,6.1,31.3214658857767,"peanuts","high",2013
"270","TP745",8,"Male",12.9235434549233,5.5,12.6952799628521,"apples","high",2013
"271","TK874",16,"Female",12.9672964806756,5.3,18.7606050356747,"apples","high",2013
"272","EU447",16,"Female",12.5051758458364,4.8,19.2660437522355,"apples","high",2013
"273","WM451",16,"Male",12.6281194208421,7.2,23.4219320246301,"apples","high",2013
"274","OO129",4,"Female",10.7004494837211,6.1,15.1340970899554,"apples","high",2013
"275","SN771",12,"Male",11.8910230923202,7,21.7667148023294,"peanuts","high",2013
"276","DK892",11,"Female",13.0940287414834,5.6,15.8055975325687,"apples","high",2013
"277","WU162",4,"Female",13.366154915437,5,13.9854710475147,"apples","high",2013
"278","DM560",6,"Male",9.61381592927318,4.2,15.2667874818808,"apples","high",2013
"279","CE843",NA,"Female",13.3219345742044,5,19.1631103336293,"peanuts","high",2013
"280","FS693",8,NA,8.85174317675938,5.7,13.6023226792284,"peanuts","high",2013
"281","EK956",17,NA,12.6972877634,6.3,21.6731835849951,"peanuts","high",2013
"282","BZ402",4,"Female",16.2320003659496,5.7,NA,"earthworms","high",2013
"283","XG920",3,NA,12.7842668164469,4.5,19.5783515787027,"earthworms","high",2013
"284","JQ906",7,"Female",7.99589498876429,6.1,7.2826853082261,"apples","high",2013
"285","LP367",6,"Female",11.1111810337048,4.1,8.64328957915213,"apples","high",2013
"286","VO581",13,"Male",10.4132399763034,5.2,24.357019956865,"apples","high",2013
"287","SS342",16,"Male",10.5503294449373,5.2,24.8478199233031,"peanuts","high",2013
"288","PQ069",3,"Female",14.9565959175271,3.9,NA,"apples","high",2013
"289","SU178",14,"Male",9.9361981702093,6.3,23.9016360386072,"apples","high",2013
"290","CY377",6,"Male",12.1159422638017,5,17.9919653251956,"peanuts","high",2013
"291","IH862",15,"Male",12.5402069367996,5.2,18.3181045014472,"apples","high",2013
"292","YC699",NA,"Female",13.811401265271,6.7,6.26412812663231,"apples","high",2013
"293","GO371",13,NA,12.9786236664489,6,21.8918746415439,"apples","high",2013
"294","WL729",11,"Male",12.5865066158727,5.4,25.0000886534717,"apples","high",2013
"295","WI463",14,NA,13.6207218412805,5.9,17.3095593701307,"peanuts","high",2013
"296","XL146",7,"Male",10.0513399665038,5.8,20.3291876622109,"apples","high",2013
"297","YZ176",11,"Female",11.2493829333083,6.9,22.6644764305356,"earthworms","high",2013
"298","NZ311",15,"Male",10.5087780018688,5.7,26.2330573386766,"earthworms","high",2013
"299","TM472",6,"Female",12.9597016938202,5.9,15.9952065604515,"earthworms","high",2013
"300","PK989",16,"Male",10.6500397413955,5.8,28.405466657931,"peanuts","high",2013
"301","MS337",4,"Female",12.0768650477734,4,10.6890358917778,"earthworms","low",2014
"302","TC932",NA,"Male",13.7954478273026,5,22.5884162413991,"peanuts","low",2014
"303","GP452",15,"Female",13.010370390036,4.6,13.7192330799513,"apples","low",2014
"304","RY652",11,"Male",10.8596547091017,4.7,24.0923032038726,"apples","low",2014
"305","UY702",7,"Female",10.5824243188761,5.4,8.84442472235081,"earthworms","low",2014
"306","MT876",6,"Male",11.0041803436347,6,18.7365951937887,"apples","low",2014
"307","CO702",NA,"Male",12.9838114695418,6.9,21.5525159217824,"peanuts","low",2014
"308","FZ223",14,"Male",11.5447187610612,4.9,21.5321386532617,"apples","low",2014
"309","MB212",5,"Female",14.0614502422455,6.8,7.52249033455271,"earthworms","low",2014
"310","YL159",13,"Male",17.0506458759737,4.5,19.4773841213051,"earthworms","low",2014
"311","CN755",15,"Male",15.4731996510656,6,21.0219319534339,"peanuts","low",2014
"312","HC646",19,"Male",14.9007679635423,7.6,27.9292492110061,"earthworms","low",2014
"313","OY389",19,"Male",13.178289871586,5.5,23.1891348086295,"apples","low",2014
"314","CK834",NA,"Male",8.47160549085198,4.9,21.828115749033,"peanuts","low",2014
"315","ZF953",7,"Male",12.0946671829973,5.5,15.6137418196189,"peanuts","low",2014
"316","WC390",7,"Male",10.6817146221469,7,15.5319028048991,"apples","low",2014
"317","TZ458",11,"Male",10.5554870808487,4.6,26.5579398228702,"peanuts","low",2014
"318","CA942",7,"Female",10.7666384840517,6.6,25.5963378803848,"peanuts","low",2014
"319","XZ056",19,"Female",10.3248339698829,6.6,19.9975241477737,"peanuts","low",2014
"320","GN688",5,"Female",13.6561864882363,5.8,6.38670858156052,"earthworms","low",2014
